STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
UTTARAKHAND,DEHRADUN,2005,42,39,23,0,23,45,39,6,8,13,47,86,0
UTTARAKHAND,HARIDWAR,2005,65,56,32,0,32,54,38,16,7,20,34,73,0
UTTARAKHAND,NAINITAL,2005,31,29,7,0,7,16,16,0,13,6,0,18,0
UTTARAKHAND,PAURI GARHWAL,2005,17,6,7,0,7,4,4,0,1,8,0,11,0
UTTARAKHAND,PITHORAGARH,2005,8,4,7,0,7,4,0,4,4,6,0,10,0
UTTARAKHAND,RUDRA PRAYAG,2005,11,4,2,0,2,4,3,1,3,5,1,0,0
UTTARAKHAND,TEHRI GARHWAL,2005,11,10,9,0,9,8,8,0,6,1,0,10,0
UTTARAKHAND,UDHAMSINGH NAGAR,2005,40,34,21,0,21,47,1,46,5,23,0,51,0
UTTARAKHAND,UTTARKASHI,2005,6,4,7,0,7,5,5,0,0,8,0,4,0
UTTARAKHAND,TOTAL,2005,279,202,133,0,133,203,125,78,63,100,89,272,0
WEST BENGAL,24 PARGANAS NORTH,2005,168,70,217,0,217,211,153,58,71,151,5,886,0
WEST BENGAL,24 PARGANAS SOUTH,2005,131,8,136,0,136,118,117,1,64,123,2,915,0
WEST BENGAL,ASANSOL,2005,27,2,9,0,9,14,14,0,4,10,0,340,0
WEST BENGAL,BANKURA,2005,53,6,43,0,43,27,27,0,22,54,0,149,0
WEST BENGAL,BIRBHUM,2005,47,19,78,0,78,41,37,4,5,42,0,160,0
WEST BENGAL,BURDWAN,2005,110,10,113,0,113,53,52,1,40,56,0,230,0
WEST BENGAL,COOCHBEHAR,2005,33,7,82,0,82,30,30,0,8,76,0,203,0
WEST BENGAL,DAKSHIN DINAJPUR,2005,27,5,28,0,28,33,27,6,20,45,1,141,0
WEST BENGAL,DARJEELING,2005,50,4,39,0,39,17,17,0,1,39,2,81,0
WEST BENGAL,HOOGHLY,2005,58,6,42,0,42,32,30,2,5,31,0,539,0
WEST BENGAL,HOWRAH,2005,50,2,41,0,41,34,27,7,9,38,2,243,0
WEST BENGAL,HOWRAH CITY,2005,31,4,20,0,20,21,12,9,9,18,0,157,0
WEST BENGAL,HOWRAH G.R.P.,2005,7,6,0,0,0,8,4,4,0,4,2,0,1
WEST BENGAL,JALPAIGURI,2005,87,22,108,0,108,61,48,13,15,103,1,237,0
WEST BENGAL,KHARAGPUR G.R.P.,2005,2,0,1,0,1,1,0,1,0,3,0,0,0
WEST BENGAL,KOLKATA,2005,43,73,13,0,13,82,66,16,6,148,35,236,0
WEST BENGAL,MALDA,2005,61,55,96,0,96,44,36,8,3,137,0,287,0
WEST BENGAL,MURSHIDABAD,2005,115,23,236,0,236,121,110,11,35,223,1,696,0
WEST BENGAL,NADIA,2005,100,0,148,0,148,102,97,5,48,95,3,545,60
WEST BENGAL,PASCHIM MIDNAPUR,2005,79,38,92,0,92,45,44,1,21,57,0,300,0
WEST BENGAL,PURAB MIDNAPUR,2005,42,19,54,0,54,54,53,1,34,28,0,325,0
WEST BENGAL,PURULIA,2005,61,0,34,0,34,8,8,0,8,37,0,108,0
WEST BENGAL,SEALDAH G.R.P.,2005,20,4,3,0,3,9,4,5,1,5,0,0,0
WEST BENGAL,SILIGURI G.R.P.,2005,2,0,0,0,0,2,2,0,0,2,0,0,0
WEST BENGAL,UTTAR DINAJPUR,2005,49,51,53,0,53,39,24,15,17,47,0,158,0
WEST BENGAL,TOTAL,2005,1453,434,1686,0,1686,1207,1039,168,446,1572,54,6936,61
A & N ISLANDS,ANDAMAN,2005,14,3,4,0,4,2,1,1,0,10,1,5,0
A & N ISLANDS,NICOBAR,2005,0,0,0,0,0,0,0,0,0,1,0,0,0
A & N ISLANDS,TOTAL,2005,14,3,4,0,4,2,1,1,0,11,1,5,0
CHANDIGARH,CHANDIGARH,2005,18,15,33,0,33,54,45,9,3,31,9,75,0
CHANDIGARH,TOTAL,2005,18,15,33,0,33,54,45,9,3,31,9,75,0
D & N HAVELI,D and N HAVELI,2005,7,5,5,0,5,13,9,4,0,5,0,5,0
D & N HAVELI,TOTAL,2005,7,5,5,0,5,13,9,4,0,5,0,5,0
DAMAN & DIU,DAMAN,2005,4,2,2,0,2,4,2,2,1,1,0,1,0
DAMAN & DIU,DIU,2005,1,0,0,0,0,0,0,0,0,0,0,2,0
DAMAN & DIU,TOTAL,2005,5,2,2,0,2,4,2,2,1,1,0,3,0
DELHI UT,CENTRAL,2005,23,28,20,0,20,52,32,20,4,40,26,48,1
DELHI UT,DELHI UT TOTAL,2005,455,467,658,0,658,1590,1106,484,114,762,225,1324,1
DELHI UT,EAST,2005,31,38,59,0,59,153,129,24,12,105,16,178,0
DELHI UT,G.R.P.(RLY),2005,16,4,2,0,2,4,1,3,1,5,1,0,0
DELHI UT,IGI AIRPORT,2005,1,0,1,0,1,4,0,4,0,1,0,0,0
DELHI UT,NEW DELHI,2005,10,11,6,0,6,19,15,4,2,26,24,9,0
DELHI UT,NORTH,2005,24,23,22,0,22,78,49,29,2,45,7,96,0
DELHI UT,NORTH-EAST,2005,51,63,106,0,106,212,151,61,29,79,23,140,0
DELHI UT,NORTH-WEST,2005,128,121,190,0,190,572,349,223,23,138,53,324,0
DELHI UT,SOUTH,2005,67,63,87,0,87,231,169,62,19,151,36,188,0
DELHI UT,SOUTH-WEST,2005,47,51,71,0,71,114,89,25,12,86,20,114,0
DELHI UT,SPL CELL,2005,0,10,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,WEST,2005,57,55,94,0,94,151,122,29,10,86,19,227,0
LAKSHADWEEP,LAKSHADWEEP,2005,1,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,TOTAL,2005,1,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,PONDICHERRY,2005,19,24,6,0,6,6,3,3,4,60,26,6,0
PUDUCHERRY,TOTAL,2005,19,24,6,0,6,6,3,3,4,60,26,6,0
ANDHRA PRADESH,ADILABAD,2006,99,88,64,0,64,96,71,25,22,185,107,423,0
ANDHRA PRADESH,ANANTAPUR,2006,184,116,16,0,16,67,32,35,16,187,11,189,0
ANDHRA PRADESH,CHITTOOR,2006,126,59,31,0,31,65,37,28,18,123,190,249,0
ANDHRA PRADESH,CUDDAPAH,2006,98,0,25,0,25,68,51,17,10,130,84,199,0
ANDHRA PRADESH,CYBERABAD,2006,193,92,60,0,60,166,90,76,50,132,93,837,0
ANDHRA PRADESH,EAST GODAVARI,2006,85,116,41,0,41,81,28,53,25,173,107,465,0
ANDHRA PRADESH,GUNTAKAL RLY.,2006,7,0,0,0,0,1,1,0,0,2,1,3,0
ANDHRA PRADESH,GUNTUR,2006,155,119,47,0,47,99,35,64,15,281,236,427,0
ANDHRA PRADESH,HYDERABAD CITY,2006,125,116,93,0,93,143,77,66,29,189,108,1160,0
ANDHRA PRADESH,KARIMNAGAR,2006,147,103,73,0,73,151,119,32,47,371,195,698,0
ANDHRA PRADESH,KHAMMAM,2006,134,59,44,0,44,91,58,33,17,171,129,327,0
ANDHRA PRADESH,KRISHNA,2006,73,60,36,0,36,54,38,16,9,168,74,296,0
ANDHRA PRADESH,KURNOOL,2006,132,101,35,0,35,85,70,15,9,341,157,157,0
ANDHRA PRADESH,MAHABOOBNAGAR,2006,191,75,67,0,67,73,62,11,33,201,9,287,0
ANDHRA PRADESH,MEDAK,2006,134,69,57,0,57,63,39,24,33,107,59,276,0
ANDHRA PRADESH,NALGONDA,2006,132,47,61,0,61,86,71,15,40,246,126,395,0
ANDHRA PRADESH,NELLORE,2006,78,74,35,0,35,69,49,20,10,192,137,294,0
ANDHRA PRADESH,NIZAMABAD,2006,110,83,36,0,36,71,46,25,18,115,64,431,0
ANDHRA PRADESH,PRAKASHAM,2006,92,111,23,0,23,83,68,15,8,200,68,249,0
ANDHRA PRADESH,RANGA REDDY,2006,57,26,9,0,9,29,10,19,15,50,9,67,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2006,11,0,2,0,2,3,1,2,2,0,0,1,0
ANDHRA PRADESH,SRIKAKULAM,2006,46,0,27,0,27,21,21,0,3,70,25,188,0
ANDHRA PRADESH,VIJAYAWADA CITY,2006,43,50,21,1,20,86,60,26,8,135,158,336,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2006,2,1,0,0,0,0,0,0,0,5,1,0,0
ANDHRA PRADESH,VISAKHA RURAL,2006,65,29,6,0,6,11,11,0,4,45,38,158,0
ANDHRA PRADESH,VISAKHAPATNAM,2006,37,30,21,0,21,49,40,9,10,62,30,397,0
ANDHRA PRADESH,VIZIANAGARAM,2006,35,17,16,0,16,20,16,4,5,69,22,171,0
ANDHRA PRADESH,WARANGAL,2006,116,89,50,0,50,103,78,25,40,230,56,480,0
ANDHRA PRADESH,WEST GODAVARI,2006,59,130,53,0,53,96,50,46,23,354,117,4,0
ANDHRA PRADESH,TOTAL,2006,2766,1860,1049,1,1048,2030,1329,701,519,4534,2411,9164,0
ARUNACHAL PRADESH,CHANGLANG,2006,3,3,4,0,4,4,4,0,0,0,0,2,0
ARUNACHAL PRADESH,DIBANG VALLEY,2006,2,5,2,0,2,2,2,0,0,1,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2006,5,1,2,0,2,3,2,1,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2006,3,0,1,0,1,3,0,3,0,2,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2006,4,1,2,0,2,2,2,0,0,3,0,0,0
ARUNACHAL PRADESH,LOHIT,2006,9,0,3,0,3,10,8,2,0,3,0,1,0
ARUNACHAL PRADESH,PAPUM PARE,2006,10,11,5,0,5,20,10,10,0,14,1,2,0
ARUNACHAL PRADESH,SIANG EAST,2006,2,8,7,0,7,6,4,2,0,11,0,1,0
ARUNACHAL PRADESH,SIANG UPPER,2006,1,0,2,0,2,2,2,0,0,6,0,1,0
ARUNACHAL PRADESH,SIANG WEST,2006,6,1,0,0,0,7,7,0,0,13,1,4,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2006,4,1,3,0,3,5,3,2,0,3,0,0,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2006,4,0,2,0,2,4,4,0,0,6,0,3,0
ARUNACHAL PRADESH,TAWANG,2006,0,0,0,0,0,0,0,0,0,1,0,0,0
ARUNACHAL PRADESH,TIRAP,2006,7,2,4,0,4,7,3,4,1,0,0,0,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2006,60,33,37,0,37,75,51,24,1,63,2,14,0
ASSAM,BARPETA,2006,57,3,58,0,58,75,70,5,4,18,0,116,0
ASSAM,BASKA,2006,25,5,14,0,14,24,14,10,1,26,0,12,0
ASSAM,BONGAIGAON,2006,15,1,13,0,13,19,19,0,0,20,0,28,0
ASSAM,C.I.D.,2006,0,0,0,0,0,1,0,1,0,0,0,0,0
ASSAM,CACHAR,2006,58,18,60,0,60,129,105,24,5,181,0,306,0
ASSAM,CHIRANG,2006,39,4,30,0,30,26,26,0,0,34,0,58,0
ASSAM,DARRANG,2006,25,14,70,0,70,53,46,7,2,109,0,75,0
ASSAM,DHEMAJI,2006,23,33,58,0,58,45,30,15,1,28,0,94,0
ASSAM,DHUBRI,2006,40,37,115,0,115,118,94,24,7,132,0,217,0
ASSAM,DIBRUGARH,2006,104,25,53,0,53,65,56,9,4,48,0,44,0
ASSAM,G.R.P.,2006,6,0,1,0,1,1,0,1,0,0,0,0,0
ASSAM,GOALPARA,2006,23,9,55,0,55,40,35,5,4,45,0,151,0
ASSAM,GOLAGHAT,2006,72,24,63,0,63,91,70,21,1,44,0,76,0
ASSAM,GUWAHATI CITY,2006,60,43,33,0,33,151,108,43,6,180,0,150,0
ASSAM,HAILAKANDI,2006,18,1,23,0,23,56,48,8,1,9,0,49,0
ASSAM,JORHAT,2006,37,6,30,0,30,54,52,2,0,40,0,56,0
ASSAM,KAMRUP,2006,43,3,37,0,37,80,60,20,10,58,0,115,0
ASSAM,KARBI ANGLONG,2006,42,14,14,0,14,40,18,22,2,9,0,11,0
ASSAM,KARIMGANJ,2006,38,22,44,0,44,46,46,0,4,3,0,74,0
ASSAM,KOKRAJHAR,2006,38,14,29,0,29,47,39,8,14,26,0,69,0
ASSAM,LAKHIMPUR,2006,43,4,79,0,79,96,93,3,6,38,0,110,0
ASSAM,MORIGAON,2006,27,3,58,0,58,56,56,0,10,72,0,60,0
ASSAM,N.C.HILLS,2006,18,11,4,0,4,14,9,5,0,3,0,24,0
ASSAM,NAGAON,2006,83,33,133,0,133,179,177,2,8,10,10,278,0
ASSAM,NALBARI,2006,24,21,17,0,17,33,26,7,1,32,0,24,0
ASSAM,R.P.O.,2006,5,0,3,0,3,5,0,5,0,0,0,0,0
ASSAM,SIBSAGAR,2006,77,30,54,0,54,79,79,0,3,65,0,133,0
ASSAM,SONITPUR,2006,88,16,56,0,56,108,105,3,7,7,0,155,0
ASSAM,TINSUKIA,2006,48,13,23,0,23,57,38,19,3,20,0,47,0
ASSAM,UDALGURI,2006,31,7,17,0,17,37,25,12,1,33,0,16,0
ASSAM,TOTAL,2006,1207,414,1244,0,1244,1825,1544,281,105,1290,10,2548,0
BIHAR,ARARIA,2006,63,37,42,0,42,104,12,92,19,10,0,52,0
BIHAR,ARWAL,2006,22,53,0,0,0,9,4,5,9,20,0,5,0
BIHAR,AURANGABAD,2006,82,175,18,0,18,42,41,1,23,5,0,35,0
BIHAR,BAGAHA,2006,45,12,27,0,27,44,12,32,5,7,0,13,0
BIHAR,BANKA,2006,77,12,70,0,70,41,26,15,21,2,0,18,0
BIHAR,BEGUSARAI,2006,111,225,23,0,23,69,41,28,36,16,0,55,0
BIHAR,BETTIAH,2006,74,105,49,0,49,110,35,75,23,24,29,40,0
BIHAR,BHABHUA,2006,53,16,22,0,22,35,14,21,19,5,0,17,1
BIHAR,BHAGALPUR,2006,119,94,43,0,43,83,44,39,19,19,1,22,0
BIHAR,BHOJPUR,2006,127,235,17,0,17,57,34,23,26,18,0,81,0
BIHAR,BUXAR,2006,46,67,10,0,10,48,10,38,25,12,0,67,2
BIHAR,DARBHANGA,2006,70,74,74,0,74,68,17,51,33,54,3,76,4
BIHAR,GAYA,2006,158,178,25,0,25,68,50,18,168,0,0,9,0
BIHAR,GOPALGANJ,2006,72,46,23,0,23,55,34,21,32,16,0,94,0
BIHAR,JAMALPUR RLY.,2006,4,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,2006,69,82,29,0,29,28,14,14,15,7,2,19,0
BIHAR,JEHANABAD,2006,39,14,10,0,10,20,1,19,15,5,0,5,0
BIHAR,KATIHAR,2006,59,46,82,0,82,57,31,26,35,33,6,29,0
BIHAR,KATIHAR RLY.,2006,10,0,3,0,3,6,4,2,1,1,0,0,0
BIHAR,KHAGARIA,2006,53,148,22,0,22,47,0,47,15,6,0,12,0
BIHAR,KISHANGANJ,2006,20,3,81,0,81,84,69,15,9,0,0,57,0
BIHAR,LAKHISARAI,2006,48,111,12,0,12,30,17,13,14,10,0,5,0
BIHAR,MADHEPURA,2006,60,24,10,0,10,16,10,6,12,4,0,7,0
BIHAR,MADHUBANI,2006,62,89,58,0,58,76,12,64,10,14,0,14,0
BIHAR,MOTIHARI,2006,119,142,22,0,22,100,38,62,51,11,0,37,5
BIHAR,MUNGER,2006,73,35,13,0,13,53,0,53,7,10,0,40,0
BIHAR,MUZAFFARPUR,2006,134,24,48,0,48,148,23,125,65,7,0,75,0
BIHAR,MUZAFFARPUR RLY.,2006,20,3,3,0,3,14,0,14,0,1,0,3,0
BIHAR,NALANDA,2006,143,91,31,0,31,76,35,41,63,45,0,90,0
BIHAR,NAUGACHIA,2006,36,13,8,0,8,12,4,8,1,0,0,17,0
BIHAR,NAWADAH,2006,80,131,20,0,20,36,15,21,24,9,2,18,2
BIHAR,PATNA,2006,338,88,54,0,54,309,84,225,54,13,2,239,0
BIHAR,PATNA RLY.,2006,16,15,1,0,1,7,3,4,3,7,0,1,0
BIHAR,PURNEA,2006,57,23,41,0,41,44,27,17,14,5,0,13,0
BIHAR,ROHTAS,2006,102,88,17,0,17,45,20,25,36,9,0,25,0
BIHAR,SAHARSA,2006,44,97,33,0,33,41,4,37,12,21,0,24,0
BIHAR,SAMASTIPUR,2006,102,195,53,0,53,109,11,98,47,11,5,33,27
BIHAR,SARAN,2006,134,290,48,0,48,104,70,34,74,49,0,102,0
BIHAR,SHEIKHPURA,2006,24,8,5,0,5,9,4,5,11,4,0,18,0
BIHAR,SHEOHAR,2006,16,28,2,0,2,19,13,6,3,2,0,18,0
BIHAR,SITAMARHI,2006,45,30,27,0,27,61,45,16,13,19,2,76,1
BIHAR,SIWAN,2006,93,72,18,0,18,103,88,15,41,12,1,75,0
BIHAR,SUPAUL,2006,31,45,24,0,24,31,19,12,8,0,0,10,0
BIHAR,VAISHALI,2006,99,39,14,0,14,101,49,52,77,7,0,43,0
BIHAR,TOTAL,2006,3249,3303,1232,0,1232,2619,1084,1535,1188,530,53,1689,42
CHHATTISGARH,BALRAMPUR,2006,38,23,45,0,45,1,1,0,0,40,0,9,0
CHHATTISGARH,BILASPUR,2006,95,62,68,0,68,27,27,0,23,192,13,120,0
CHHATTISGARH,BIZAPUR,2006,139,181,6,0,6,7,0,7,0,3,0,1,0
CHHATTISGARH,DANTEWARA,2006,88,85,14,0,14,16,9,7,1,11,1,4,0
CHHATTISGARH,DHAMTARI,2006,21,11,27,0,27,4,4,0,0,62,10,16,0
CHHATTISGARH,DURG,2006,71,54,108,0,108,33,18,15,19,241,27,102,0
CHHATTISGARH,GRP RAIPUR,2006,4,1,1,0,1,0,0,0,0,3,2,3,0
CHHATTISGARH,JAGDALPUR,2006,62,38,71,0,71,14,13,1,4,55,0,18,0
CHHATTISGARH,JANJGIR,2006,47,43,40,0,40,12,9,3,10,109,10,90,0
CHHATTISGARH,JASHPUR,2006,47,10,62,0,62,8,7,1,1,46,3,11,0
CHHATTISGARH,KABIRDHAM,2006,14,10,36,0,36,1,0,1,1,67,8,35,0
CHHATTISGARH,KANKER,2006,36,40,23,0,23,9,6,3,2,20,5,13,0
CHHATTISGARH,KORBA,2006,43,17,40,0,40,5,4,1,5,86,6,27,0
CHHATTISGARH,KORIYA,2006,35,27,51,0,51,7,5,2,0,64,2,27,0
CHHATTISGARH,MAHASAMUND,2006,21,16,32,0,32,3,2,1,2,64,3,20,0
CHHATTISGARH,NARAYANPUR,2006,23,43,2,0,2,5,0,5,0,3,0,0,0
CHHATTISGARH,RAIGARH,2006,54,21,38,0,38,7,7,0,4,92,9,22,0
CHHATTISGARH,RAIPUR,2006,106,66,130,0,130,54,42,12,25,228,34,98,0
CHHATTISGARH,RAJNANDGAON,2006,50,31,69,0,69,10,9,1,5,83,7,40,1
CHHATTISGARH,SARGUJA,2006,56,26,75,0,75,11,11,0,0,72,1,29,0
CHHATTISGARH,SURAJPUR,2006,48,20,57,0,57,5,4,1,1,57,2,32,0
CHHATTISGARH,TOTAL,2006,1098,825,995,0,995,239,178,61,103,1598,143,717,1
GOA,NORTH GOA,2006,24,8,8,0,8,9,5,4,0,8,3,8,0
GOA,SOUTH GOA,2006,15,9,13,0,13,7,5,2,0,10,4,6,0
GOA,TOTAL,2006,39,17,21,0,21,16,10,6,0,18,7,14,0
GUJARAT,AHMEDABAD COMMR.,2006,99,60,46,0,46,182,146,36,4,72,22,956,0
GUJARAT,AHMEDABAD RURAL,2006,47,4,10,0,10,28,27,1,0,31,0,92,0
GUJARAT,AHWA-DANG,2006,7,1,3,0,3,0,0,0,0,6,0,11,0
GUJARAT,AMRELI,2006,20,11,15,0,15,31,30,1,3,20,0,112,0
GUJARAT,ANAND,2006,26,6,14,0,14,33,30,3,0,30,5,141,0
GUJARAT,BHARUCH,2006,37,9,7,0,7,7,6,1,0,8,0,66,0
GUJARAT,BHAVNAGAR,2006,59,40,26,0,26,128,116,12,7,101,61,285,0
GUJARAT,DAHOD,2006,30,18,0,0,0,21,19,2,0,11,0,39,0
GUJARAT,GANDHINAGAR,2006,23,13,14,0,14,24,20,4,0,17,6,119,0
GUJARAT,HIMATNAGAR,2006,35,4,11,0,11,32,32,0,0,25,0,151,0
GUJARAT,JAMNAGAR,2006,29,11,13,0,13,21,18,3,0,14,11,206,0
GUJARAT,JUNAGADH,2006,54,19,6,0,6,52,44,8,3,38,4,415,0
GUJARAT,KHEDA NORTH,2006,37,9,17,0,17,36,34,2,0,22,0,204,0
GUJARAT,KUTCH,2006,39,23,19,0,19,52,41,11,3,37,0,343,0
GUJARAT,MEHSANA,2006,24,22,6,0,6,41,36,5,3,28,0,219,0
GUJARAT,NARMADA,2006,11,8,2,0,2,6,6,0,0,6,0,10,0
GUJARAT,NAVSARI,2006,16,6,2,0,2,8,7,1,0,4,0,38,0
GUJARAT,PALANPUR,2006,42,18,22,0,22,37,35,2,1,43,0,188,0
GUJARAT,PANCHMAHAL,2006,62,13,6,0,6,44,42,2,0,24,0,101,0
GUJARAT,PATAN,2006,14,9,10,0,10,13,11,2,0,25,0,147,0
GUJARAT,PORBANDAR,2006,9,5,2,0,2,7,6,1,1,1,0,45,0
GUJARAT,RAJKOT COMMR.,2006,29,15,4,0,4,26,18,8,1,5,12,165,0
GUJARAT,RAJKOT RURAL,2006,42,20,21,0,21,37,33,4,1,34,5,300,0
GUJARAT,SURAT COMMR.,2006,103,30,31,0,31,130,86,44,22,46,6,249,0
GUJARAT,SURAT RURAL,2006,71,7,11,0,11,11,8,3,0,11,0,40,0
GUJARAT,SURENDRANAGAR,2006,30,15,17,0,17,23,20,3,1,34,2,81,0
GUJARAT,VADODARA COMMR.,2006,32,34,6,0,6,54,42,12,0,17,2,181,0
GUJARAT,VADODARA RURAL,2006,82,19,10,0,10,20,16,4,0,10,1,39,0
GUJARAT,VALSAD,2006,43,17,1,0,1,18,12,6,0,10,0,32,0
GUJARAT,W.RLY,2006,13,5,2,0,2,6,4,2,0,6,1,2,0
GUJARAT,TOTAL,2006,1165,471,354,0,354,1128,945,183,50,736,138,4977,0
HARYANA,AMBALA,2006,39,12,19,0,19,22,16,6,9,26,27,174,0
HARYANA,BHIWANI,2006,45,29,35,0,35,34,26,8,19,38,8,100,0
HARYANA,FARIDABAD,2006,58,45,40,0,40,86,66,20,14,35,144,146,0
HARYANA,FATEHABAD,2006,23,15,18,0,18,20,5,15,6,17,7,83,0
HARYANA,GRP,2006,20,4,1,0,1,1,1,0,6,6,113,0,0
HARYANA,GURGAON,2006,93,63,30,0,30,70,51,19,20,32,56,89,0
HARYANA,HISSAR,2006,58,58,23,0,23,31,26,5,17,19,0,158,0
HARYANA,JHAJJAR,2006,51,34,15,0,15,10,9,1,16,14,9,58,0
HARYANA,JIND,2006,42,27,32,0,32,15,7,8,13,17,12,53,0
HARYANA,KAITHAL,2006,24,11,25,0,25,14,6,8,9,14,0,149,0
HARYANA,KARNAL,2006,32,29,51,0,51,40,23,17,13,35,1,214,0
HARYANA,KURUKSHETRA,2006,24,19,34,0,34,24,15,9,5,10,37,116,0
HARYANA,MAHENDRAGARH,2006,28,12,17,0,17,26,16,10,10,32,0,41,0
HARYANA,MEWAT,2006,16,26,35,0,35,14,4,10,8,24,7,124,0
HARYANA,PALWAL,2006,33,24,26,0,26,23,17,6,5,21,0,47,0
HARYANA,PANCHKULA,2006,14,6,10,0,10,15,13,2,2,13,0,63,0
HARYANA,PANIPAT,2006,46,25,65,0,65,46,29,17,19,18,13,104,0
HARYANA,REWARI,2006,32,26,21,0,21,15,9,6,4,23,0,51,0
HARYANA,ROHTAK,2006,62,36,34,0,34,23,17,6,22,13,29,80,0
HARYANA,SIRSA,2006,37,28,18,0,18,11,2,9,4,14,0,129,0
HARYANA,SONIPAT,2006,69,39,31,0,31,67,49,18,26,46,28,165,0
HARYANA,YAMUNANAGAR,2006,27,17,28,0,28,28,24,4,8,19,0,110,0
HARYANA,TOTAL,2006,873,585,608,0,608,635,431,204,255,486,491,2254,0
HIMACHAL PRADESH,BILASPUR,2006,6,9,11,0,11,4,2,2,0,27,3,23,0
HIMACHAL PRADESH,CHAMBA,2006,14,4,4,0,4,12,11,1,0,18,0,3,0
HIMACHAL PRADESH,G.R.P.,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2006,10,4,1,0,1,4,4,0,0,18,8,34,0
HIMACHAL PRADESH,KANGRA,2006,19,19,12,0,12,25,22,3,0,34,9,57,0
HIMACHAL PRADESH,KINNAUR,2006,2,0,2,0,2,5,4,1,0,2,1,3,0
HIMACHAL PRADESH,KULLU,2006,5,4,10,0,10,9,9,0,0,24,0,16,0
HIMACHAL PRADESH,LAHAUL-SPITI,2006,1,0,0,0,0,1,1,0,0,0,0,1,0
HIMACHAL PRADESH,MANDI,2006,12,6,18,0,18,12,7,5,0,51,4,27,0
HIMACHAL PRADESH,SHIMLA,2006,16,13,34,0,34,28,26,2,0,39,0,30,0
HIMACHAL PRADESH,SIRMAUR,2006,10,9,3,0,3,6,4,2,1,23,3,26,0
HIMACHAL PRADESH,SOLAN,2006,10,3,9,0,9,18,13,5,1,28,2,21,0
HIMACHAL PRADESH,UNA,2006,6,7,9,0,9,6,6,0,1,11,1,18,0
HIMACHAL PRADESH,TOTAL,2006,111,78,113,0,113,130,109,21,3,275,31,259,0
JAMMU & KASHMIR,ANANTNAG,2006,23,29,22,0,22,88,81,7,0,34,60,0,0
JAMMU & KASHMIR,AWANTIPORA,2006,19,5,9,0,9,12,12,0,0,25,3,0,0
JAMMU & KASHMIR,BARAMULLA,2006,63,115,15,0,15,111,101,10,0,153,21,1,0
JAMMU & KASHMIR,BORDER DISTRICT,2006,9,15,6,0,6,12,8,4,1,3,7,4,0
JAMMU & KASHMIR,BUDGAM,2006,12,31,5,0,5,54,53,1,0,121,14,1,0
JAMMU & KASHMIR,CRIME JAMMU,2006,3,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2006,65,94,10,0,10,36,31,5,0,16,7,8,0
JAMMU & KASHMIR,GANDERBAL,2006,20,7,4,0,4,35,34,1,0,36,5,0,0
JAMMU & KASHMIR,HANDWARA,2006,17,29,8,0,8,27,23,4,0,73,6,2,0
JAMMU & KASHMIR,JAMMU,2006,25,51,21,0,21,58,52,6,3,28,59,41,0
JAMMU & KASHMIR,KARGIL,2006,1,0,0,0,0,4,4,0,0,2,0,1,0
JAMMU & KASHMIR,KATHUA,2006,6,22,12,0,12,27,26,1,3,17,7,12,0
JAMMU & KASHMIR,KULGAM,2006,36,12,14,0,14,47,46,1,0,44,11,1,0
JAMMU & KASHMIR,KUPWARA,2006,16,56,11,0,11,31,27,4,0,77,11,2,0
JAMMU & KASHMIR,LEH,2006,2,5,3,0,3,5,5,0,0,5,0,0,0
JAMMU & KASHMIR,POONCH,2006,30,65,21,0,21,21,20,1,0,13,3,12,0
JAMMU & KASHMIR,PULWAMA,2006,24,61,9,0,9,57,50,7,0,37,7,1,0
JAMMU & KASHMIR,RAILWAYS,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2006,20,41,26,0,26,37,33,4,3,34,13,33,0
